Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1JbJgmV4Nv10BbEZqPTVrQ,"LG","LG","Ziak",2020-10-09,163100,42,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:32:12Z,"rap français,drill","Chrome Castle",0.789,0.799,6,-5.728,1,0.304,0.115,0.00000113,0.261,0.416,139.915,4
spotify:track:0GHN9qDtUXOctlf96tzivw,"Akimbo","Akimbo","Ziak",2021-10-28,150973,45,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:33:25Z,"rap français,drill","Universal Music Division Capitol Music France",0.807,0.755,7,-5.263,1,0.284,0.459,0,0.09,0.573,144.776,4
spotify:track:3d3ww7Pv7gGcKSAyPMpHbp,"Lauiss","Akimbo","Ziak",2021-11-11,182333,35,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:35:14Z,"rap français,drill","Universal Music Division Capitol Music France",0.769,0.742,7,-5.705,1,0.294,0.0261,0.0000186,0.272,0.533,90.977,4
spotify:track:5f0liIbQVE73Rrb3cZAZZg,"Le pacte","Akimbo","Ziak",2021-11-11,167173,35,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:35:31Z,"rap français,drill","Universal Music Division Capitol Music France",0.734,0.723,10,-5.904,0,0.386,0.0322,0.00000106,0.232,0.553,144.001,4
spotify:track:6Vcxzw4ifKqYxVrp3ckpVF,"HAINE&SEX","DRILL FR","Gazo",2021-02-26,201426,65,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:40:04Z,"rap français,r&b français,pop urbaine,drill","BSB PROD",0.774,0.583,0,-8.649,1,0.169,0.422,0.0000155,0.145,0.323,148.018,4
spotify:track:4IbDTrLxImTJfZePAX2nKB,"Daddy chocolat","Cartel : volume 1","Koba LaD;Gazo",2021-06-17,191984,63,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:40:53Z,"rap français,pop urbaine,r&b français,drill","Grinta Records, en coproduction avec Millenium, un label Universal Music France",0.721,0.523,7,-8.399,1,0.147,0.0693,0,0.281,0.757,141.034,4
spotify:track:3eGnvpFOpf2CEffcKjbC5m,"Drill FR 4","Drill FR 4","Gazo;Freeze corleone",2020-06-18,254000,57,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:41:03Z,"rap français,r&b français,pop urbaine,drill","BSB PRODUCTIONS",0.751,0.774,3,-5.399,0,0.387,0.188,0,0.24,0.459,137,4
spotify:track:76yv2Tw0YoHamH32IsIip8,"On se reverra plus (feat. Gazo)","On se reverra plus (feat. Gazo)","DA Uzi;Gazo",2022-03-18,179040,42,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:41:19Z,"rap français,r&b français,pop urbaine,drill","Rec. 118 / Vrai2Vrai Industry",0.663,0.715,0,-5.239,0,0.195,0.383,0,0.104,0.517,144.901,4
spotify:track:6K2851GxFC7Ufp65AxqDft,"Ad Vitam","Prototype","Vink",2022-01-27,171666,12,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:43:08Z,"rap français","VinksRecords",0.74,0.855,10,-6.314,1,0.199,0.662,0,0.31,0.76,104.118,4
spotify:track:6hcUxOlmPGz9bjk9JKncOb,"Paradoxe","Prototype","Vink",2022-01-27,148985,13,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:43:24Z,"rap français","VinksRecords",0.896,0.691,7,-7.388,0,0.341,0.618,0,0.106,0.688,100.122,4
spotify:track:6C5GEPPhz7XyXPE2rYhu98,"Mozart Capitaine Jackson (Episode 2)","Mozart Capitaine Jackson (Episode 2)","Leto",2022-02-16,200500,44,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:51:44Z,"rap français,pop urbaine","Rec. 118",0.848,0.752,11,-5.402,0,0.332,0.252,0,0.216,0.837,145.053,4
spotify:track:6sutxiq0dIw77z0rCB3Ekk,"CANADA","ARRÊTEZ-LE ! (Vol.2)","1PLIKÉ140",2022-01-06,179386,53,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:53:50Z,"rap français,drill","Universal Music Division Capitol Music France",0.817,0.51,1,-7.306,1,0.382,0.553,0.0000103,0.104,0.59,156.085,4
spotify:track:479TjlDwB0JAyPjZjxFah8,"Apocalypse","SVR","Kaaris;Kalash Criminel;Freeze corleone",2022-01-28,230800,49,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:54:06Z,"rap français,pop urbaine,drill","OG Records",0.754,0.702,10,-6.378,0,0.264,0.312,0,0.289,0.383,145.959,4
spotify:track:4KHXk0rTD80mEf7bbdK29j,"Suavemente","Suavemente","Soolking",2022-02-22,159357,60,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T19:55:56Z,"rap français,pop urbaine,r&b français,pop marocaine","Universal Music Division Capitol Music France",0.865,0.682,7,-4.563,0,0.0548,0.284,0.00445,0.0422,0.508,140.052,4
spotify:track:4I5We3zm0o8WCeydM98xBO,"CARTIER","RIYAD SADIO","Freeze corleone;ASHE 22",2022-03-04,187826,44,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:00:57Z,"rap français,drill,drill uk","Mangemort Squad Records",0.851,0.684,8,-7.04,0,0.437,0.236,0.00000822,0.0759,0.483,138.017,4
spotify:track:5IDnEkOCdOp1F0XTAMG3Rk,"LOPSA STORY","1PLIKTOI (Vol. 2)","1PLIKÉ140",2020-12-10,176280,61,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:02:31Z,"rap français,drill","140BRICKS",0.793,0.421,11,-8.559,0,0.308,0.816,0,0.121,0.419,99.806,4
spotify:track:61t1k1kGqdDWz6Ln1ShdWO,"140G","Le monde est méchant","Niska;1PLIKÉ140",2021-11-04,182346,50,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:03:17Z,"rap français,pop urbaine,r&b français,drill","Universal Music Division Capitol Music France",0.753,0.781,2,-6.819,1,0.324,0.373,0,0.121,0.737,138.005,4
spotify:track:41zbeJdRNGtr5P43vvcWOh,"NARCOS","ARRÊTEZ-LE !","1PLIKÉ140",2021-04-01,171978,40,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:03:44Z,"rap français,drill","140BRICKS",0.772,0.509,10,-10.349,0,0.339,0.431,0,0.29,0.928,145.903,4
spotify:track:1yNUrrmLB789s9Kr2pPGrM,"En attendant la pleine lune, Pt. 2","En attendant la pleine lune, Pt. 2","Cookiesan;Zoro L'Frérot",2020-11-25,150588,12,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:07:03Z,"rap d'animés,animé","Le Manga Rap",0.768,0.669,10,-6.715,0,0.385,0.162,0,0.159,0.584,101.857,4
spotify:track:2QIWdkrMaqqodxJrE1Ca6L,"Carré d'as","Carré d'as","Cookiesan",2021-03-15,227972,11,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:07:38Z,"rap d'animés","Genkidama Love",0.927,0.666,4,-8.278,0,0.386,0.205,0,0.0932,0.691,96.998,4
spotify:track:1QnM4OCOsyxE52b9E4yT6k,"Onizuka","Paye ton manga","Cookiesan;GTI Issaba",2019-12-09,227905,23,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:09:26Z,"rap d'animés","Cookiesan",0.796,0.743,9,-7.441,1,0.278,0.437,0,0.253,0.436,99.979,4
spotify:track:0cQW6pHlIJZXqy63dTO75C,"Kakashi vs Obito","Kakashi vs Obito","Zoro L'Frérot",2020-12-07,186820,20,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:10:48Z,"rap d'animés,animé","Zoro L'Frérot",0.515,0.554,2,-11.463,1,0.432,0.348,0,0.105,0.534,82.109,4
spotify:track:0Si5hCAvzGgoORUifP2twn,"Your Name","Face cachée","Cookiesan;Giotta",2021-07-02,214093,0,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:11:28Z,"rap d'animés","Genkidama Love",0.721,0.597,8,-7.103,0,0.396,0.5,0,0.122,0.514,171.984,4
spotify:track:2p0N191hkV3OyKvK4f08H7,"À ce qu’il paraît","À ce qu’il paraît","Fredz",2021-09-24,155840,32,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:11:59Z,"rap québécois,chanson québécoise,chanson","E47 Records",0.626,0.454,10,-11.853,0,0.375,0.387,0.0000111,0.249,0.661,179.656,3
spotify:track:2ZeRzElLaefIOPNobjXOuu,"Ranbu no Melody (Bleach Opening 13)","PelleK's Bleach Medley","PelleK",2015-07-20,89244,15,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-03T20:24:58Z,"animé","PelleK",0.585,0.862,1,-4.495,1,0.0401,0.000784,0.0000325,0.168,0.511,95.981,4
spotify:track:7Cpc0ndWxYB6sUSkOwxzrK,"Skiboy","Skiboy","menace Santana",2021-03-28,78214,55,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:22:27Z,"rap français,drill","FAKE DREAM MUSIC",0.799,0.386,11,-17.528,0,0.409,0.756,0.000313,0.094,0.726,160.079,4
spotify:track:34GPWqX3ZCkVFRwg7lMU3o,"Mauvais oeil !","!","menace Santana",2021-12-17,231720,57,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:22:35Z,"rap français,drill","Fake Dream Music / ADA France",0.701,0.412,0,-13.987,0,0.512,0.11,0.469,0.204,0.12,132.367,4
spotify:track:2zGA19PcRnRxfcaMAaIgdK,"Sex","Sex","menace Santana",2021-09-10,107435,48,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:23:00Z,"rap français,drill","FAKE DREAM MUSIC",0.857,0.707,7,-9.568,1,0.259,0.603,0.198,0.127,0.398,76.99,4
spotify:track:3fk0NUrNuACcNMPXRn6DZz,"Vendredi13Août2021","Vendredi13Août2021","menace Santana",2021-08-13,176000,44,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:23:04Z,"rap français,drill","FAKE DREAM MUSIC",0.6,0.362,6,-12.019,1,0.403,0.749,0.0769,0.0817,0.18,154.554,4
spotify:track:4GodDFSKrfCv7rGjUeDjnQ,"Dans le noir !","!","menace Santana",2021-12-17,157200,42,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:23:39Z,"rap français,drill","Fake Dream Music / ADA France",0.759,0.402,1,-12.529,1,0.311,0.554,0.0343,0.115,0.327,149.878,4
spotify:track:14lBDtQUF9tsy4YxiPFYK5,"Drillin'","Drillin'","menace Santana",2020-11-20,121113,39,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:23:46Z,"rap français,drill","FAKE DREAM MUSIC",0.824,0.387,7,-15.339,1,0.604,0.693,0,0.221,0.616,143.253,4
spotify:track:62nETvtsov0Lb7B2FoBGxU,"Freestyle covid 1","Freestyle covid Part. 1","menace Santana",2021-10-01,54138,42,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:23:50Z,"rap français,drill","FAKE DREAM MUSIC",0.897,0.497,7,-11.18,1,0.292,0.432,0,0.117,0.966,142.962,4
spotify:track:3ABj19BelXElJ4x4UGbjJc,"L'apprentie sorcière !","!","menace Santana",2021-12-17,214800,47,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:23:57Z,"rap français,drill","Fake Dream Music / ADA France",0.646,0.547,10,-9.114,0,0.438,0.117,0.0981,0.11,0.324,113.412,5
spotify:track:4x7bbMVKywPXOqheK7n6iL,"Freestyle Machete","Freestyle Machete","menace Santana",2021-12-13,167200,39,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-14T10:24:02Z,"rap français,drill","FAKE DREAM MUSIC",0.855,0.525,8,-11.347,1,0.488,0.0958,0.00864,0.0547,0.304,150.066,4
spotify:track:0AUyNF6iFxMNQsNx2nhtrw,"Blood // Water","Blood // Water","grandson",2018-05-04,216720,72,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-15T19:04:12Z,"","Atlantic Records",0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4
spotify:track:1Xi84slp6FryDSCbzq4UCD,"Arcade","Arcade","Duncan Laurence",2019-03-07,183624,75,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-15T19:08:11Z,"","Universal Music, a division of Universal International Music BV",0.459,0.331,9,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,72.023,3
spotify:track:3JvKfv6T31zO0ini8iNItO,"Another Love","Long Way Down (Deluxe)","Tom Odell",2013-06-24,244360,87,true,g4olm5cjfcdi3sp15n61v34j0,2022-07-15T19:08:23Z,"","ITNO/Columbia",0.445,0.537,4,-8.532,0,0.04,0.695,0.0000165,0.0944,0.131,122.769,4
spotify:track:0u2P5u6lvoDfwTYjAADbn4,"lovely (with Khalid)","lovely (with Khalid)","Billie Eilish;Khalid",2018-04-19,200185,87,false,g4olm5cjfcdi3sp15n61v34j0,2022-07-15T19:08:39Z,"","Darkroom",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
spotify:track:2YNWgxevUxpjZDgW4i5Aky,"Je suis un homme","Totem","Zazie",2007-01-01,249466,57,false,g4olm5cjfcdi3sp15n61v34j0,2022-08-09T11:05:38Z,"variété française,chanson,pop française,house française","Universal Music Division Mercury Records",0.54,0.698,10,-5.884,0,0.0265,0.316,0.00521,0.112,0.47,85.182,4
spotify:track:55dfX7QOBzkcpKvHmMQHL3,"Suzume No Tojikari Title Track","Suzume No Tojikari Title Track","Brefin Neutor",2022-01-01,240205,0,false,g4olm5cjfcdi3sp15n61v34j0,2022-08-11T13:44:23Z,"","Brefin Neutor",0.523,0.363,2,-13.069,0,0.0398,0.717,0.00000712,0.0814,0.462,155.827,4
spotify:track:1O2mX6MrjsJlkCGEF0TVWL,"Émotif (Booska 1H)","Polak","PLK",2019-02-01,161737,68,true,g4olm5cjfcdi3sp15n61v34j0,2022-08-23T08:56:58Z,"rap français,pop urbaine","Panenka Music",0.89,0.749,4,-4.761,0,0.0722,0.562,0,0.137,0.864,133.99,4
spotify:track:0nU2DGb9o9LLVDTJhpug9D,"Ocarina","Ocarina","Carbonne",2021-03-26,185955,49,false,g4olm5cjfcdi3sp15n61v34j0,2022-08-23T09:15:06Z,"rap français","Carbonne",0.918,0.449,2,-10.251,0,0.233,0.665,0.00000178,0.112,0.705,127.068,4
spotify:track:6MIeL9bi6RBIOBWpFXLS8M,"Reine des enfers","Yuzmv","Yuzmv",2020-02-28,122240,48,true,g4olm5cjfcdi3sp15n61v34j0,2022-08-23T09:15:31Z,"rap français","Play Two",0.718,0.482,3,-9.015,1,0.167,0.786,0,0.105,0.577,160.157,4
spotify:track:6lZbLMHu98qpkOY0t3efUK,"Problèmes","Mental","PLK",2019-09-13,189346,64,true,g4olm5cjfcdi3sp15n61v34j0,2022-08-28T12:59:04Z,"rap français,pop urbaine","Panenka Music",0.674,0.558,11,-8.928,0,0.0499,0.377,0,0.16,0.592,86.731,4
spotify:track:0ct6r3EGTcMLPtrXHDvVjc,"The Nights","The Days / Nights","Avicii",2014-01-01,176658,84,false,g4olm5cjfcdi3sp15n61v34j0,2022-08-31T17:10:20Z,"edm","Pophouse Entertainment Group",0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4
spotify:track:7EZC6E7UjZe63f1jRmkWxt,"Zombie","No Need To Argue (The Complete Sessions 1994-1995)","The Cranberries",1994-10-03,306440,63,false,g4olm5cjfcdi3sp15n61v34j0,2022-08-31T17:10:36Z,"","Island Records",0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4
spotify:track:3UmaczJpikHgJFyBTAJVoz,"Stan","The Marshall Mathers LP","Eminem;Dido",2000-05-23,404106,80,true,g4olm5cjfcdi3sp15n61v34j0,2022-08-31T17:10:59Z,"rap,hip-hop","Eminem Catalog PS",0.78,0.768,6,-4.325,0,0.238,0.0371,0.00000234,0.518,0.507,80.063,4
spotify:track:7ChMSjiUvTQ09yZtPtbyl3,"IMMUNITÉ DIPLOMATIQUE","Cercle vertueux","Deen Burbigo;Alpha Wann",2020-11-06,163932,43,true,g4olm5cjfcdi3sp15n61v34j0,2022-08-31T21:15:23Z,"rap français","Universal Music Distribution Deal",0.853,0.467,5,-9.363,1,0.204,0.288,0,0.103,0.342,143.934,4
spotify:track:4KzeeYU1YMkvp5vh5s7FSu,"Quatre","Quatre","Ziak",2020-06-26,109617,53,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:04:13Z,"rap français,drill","Chrome Castle",0.732,0.559,11,-7.646,1,0.47,0.668,0.0000556,0.151,0.495,141.795,4
spotify:track:2hsEYpnAtMH7CbZJajUU5C,"Galerie","Galerie","Ziak",2021-05-19,165707,38,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:04:42Z,"rap français,drill","Universal Music Division Capitol Music France",0.838,0.607,7,-7.008,1,0.356,0.211,0.0000107,0.376,0.603,141.054,4
spotify:track:6FIrQWelDdTvORiljO2ZsL,"Double Dash","Double Dash","Ziak",2021-03-12,130667,53,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:04:53Z,"rap français,drill","Chrome Castle",0.84,0.618,3,-7.199,0,0.385,0.29,0.000216,0.137,0.172,148.059,4
spotify:track:3YtFuyoiAUolLCKzXlNIwp,"S.P.S","S.P.S","Ziak",2021-07-15,154422,38,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:05:07Z,"rap français,drill","Universal Music Division Capitol Music France",0.785,0.826,6,-4.696,0,0.36,0.192,0,0.0894,0.797,141.927,4
spotify:track:5edWd9DOFPCjgvRyCASpwN,"Brownie","Brownie","Trafiquinte;Ziak",2021-10-08,179658,32,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:05:14Z,"rap québécois,rap français,drill","G-lee",0.714,0.662,1,-8.876,1,0.451,0.2,0,0.136,0.823,143.996,4
spotify:track:4FJev5hUB4QLujGOmUe6js,"Ca suffit","Ca suffit","Ziak",2021-10-21,245004,47,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:05:21Z,"rap français,drill","Universal Music Division Capitol Music France",0.591,0.777,2,-5.557,1,0.46,0.139,0.0000256,0.0853,0.728,67.682,4
spotify:track:3UiyduXdRqIpjIG1k7BIvB,"Rhum & machette","Rhum & machette","Ziak;Maes",2021-11-09,167266,35,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:05:28Z,"rap français,drill,pop urbaine","Universal Music Division Capitol Music France",0.792,0.752,6,-5.643,0,0.392,0.223,0,0.142,0.641,139.843,4
spotify:track:6mVltF2RFB3n7t14Pk7pfC,"Espace","Akimbo","Ziak",2021-11-11,192200,40,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:05:43Z,"rap français,drill","Universal Music Division Capitol Music France",0.69,0.523,11,-8.758,0,0.493,0.0318,0.00148,0.179,0.0647,68.314,4
spotify:track:3SU7nOzD9JAylptg9883Ug,"You Know","You Know","Ziak",2022-05-12,135285,37,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:06:09Z,"rap français,drill","Universal Music Division Capitol Music France",0.725,0.739,1,-6.716,1,0.366,0.263,0.000569,0.216,0.768,146.721,4
spotify:track:6tBDFFAT7kQqMljBRhoNyr,"Dans les règles","Dans les règles","Ziak",2022-03-28,192884,32,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:06:17Z,"rap français,drill","Universal Music Division Capitol Music France",0.749,0.687,10,-6.915,0,0.198,0.427,0.00142,0.167,0.31,134.014,4
spotify:track:6UG6TJPDveTZij51joCnRo,"Le chemin","YUZMV","Yuzmv",2020-02-28,238000,0,false,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:07:23Z,"rap français","WM FR Affiliated/Play Two",0.727,0.391,4,-11.662,0,0.253,0.448,0.00742,0.107,0.244,110.052,4
spotify:track:1aZAc9JYAyUtfx4i60uYod,"Lenny","YUZMV","Yuzmv",2020-02-28,193986,0,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:07:35Z,"rap français","WM FR Affiliated/Play Two",0.751,0.533,4,-9.591,0,0.413,0.486,0,0.117,0.399,164.071,4
spotify:track:4neRpzC3Nlez1qIvJhnS2t,"Jet Lee","YUZMV","Yuzmv",2020-02-28,177906,0,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:07:59Z,"rap français","WM FR Affiliated/Play Two",0.703,0.628,0,-8.444,0,0.182,0.093,0.000389,0.355,0.609,165.097,4
spotify:track:3O7H6BgqSUTARUtpgm7BXI,"Entre nous","6Side","Yuzmv",2020-10-09,166763,0,false,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:09:13Z,"rap français","WM FR Affiliated/Play Two",0.777,0.538,9,-8.565,0,0.13,0.606,0.000169,0.0978,0.496,142.051,4
spotify:track:4pLKXZKr9TsSS5qBQtSIVz,"Bénef","Enna","PLK",2020-08-28,190786,49,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:10:26Z,"rap français,pop urbaine","Panenka Music",0.761,0.714,1,-6.583,0,0.319,0.239,0.00000108,0.0645,0.672,76.481,4
spotify:track:4a4cTUsFiyPN8jaHt2xf18,"Dingue","Polak","PLK",2019-02-01,177876,58,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:10:36Z,"rap français,pop urbaine","Panenka Music",0.675,0.675,8,-4.714,0,0.1,0.149,0.000116,0.307,0.718,164.045,4
spotify:track:115DMiJM5Pes4brNvBGlAM,"Les comptes","Enna","PLK",2020-08-28,172440,49,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:11:01Z,"rap français,pop urbaine","Panenka Music",0.714,0.648,8,-7.347,1,0.308,0.143,0,0.121,0.38,91.944,4
spotify:track:0He5zxKoSLLiIiJEdnJ3nk,"Billet d'20","Enna","PLK",2020-08-28,202693,48,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:11:11Z,"rap français,pop urbaine","Panenka Music",0.813,0.515,10,-9.305,1,0.429,0.185,0,0.0542,0.516,147.965,4
spotify:track:75zh5ahRARhfWv2PQHYmkG,"Calme","Enna","PLK",2020-08-28,154866,41,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:11:36Z,"rap français,pop urbaine","Panenka Music",0.867,0.721,3,-7.843,0,0.323,0.167,0,0.251,0.853,127.924,4
spotify:track:5sespphZBWHDLqvkntVd7b,"Mental","Mental","PLK",2019-09-13,177720,45,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:12:26Z,"rap français,pop urbaine","Panenka Music",0.574,0.711,1,-6.772,1,0.325,0.467,0.00000321,0.145,0.5,83.96,4
spotify:track:5IH83kDygWxNCD6a3qMBXy,"Séparer","Polak","PLK",2019-02-01,181881,40,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:12:39Z,"rap français,pop urbaine","Panenka Music",0.737,0.706,7,-6.428,1,0.154,0.11,0.00000477,0.118,0.463,75.939,4
spotify:track:4y8KuhFgBMksFJxUz3mNmf,"FRAUDE","FARSI","Amine Farsi;Freeze corleone",2022-05-12,188706,20,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:16:09Z,"rap français,drill","NEW STORM",0.66,0.757,9,-6.882,1,0.355,0.275,0,0.145,0.582,145.024,4
spotify:track:5cTitJ7nqx8eeJCNIgdHjp,"Polémique","Polémique","Freeze corleone;Central Cee",2021-05-19,197500,55,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:16:16Z,"rap français,drill","M.M.S records",0.724,0.675,5,-8.475,0,0.231,0.223,0,0.0681,0.415,144.134,4
spotify:track:2cPgZizcWA8NkBTnXv68gL,"Lampadaire, Pt. 2","Nouvelle Ère","Osirus Jack;Freeze corleone",2022-02-22,206973,44,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:16:27Z,"rap français,drill","OV records",0.632,0.7,1,-8.012,1,0.352,0.375,0,0.1,0.608,139.181,4
spotify:track:363mqittn6QH7w5qMmsEB0,"Règne sur le monde","Règne sur le monde","Freeze corleone",2021-12-02,119183,43,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:17:13Z,"rap français,drill","M.M.S records / RULESTHEWORLD RECORDS",0.714,0.615,2,-5.446,1,0.268,0.176,0.0000029,0.159,0.405,147.056,4
spotify:track:0FLegMOg3yN9e2zF5p9Vxb,"Téléphone - Extrait de CRCLR MVT SAISON II","Téléphone (Extrait de CRCLR MVT SAISON II)","Freeze corleone",2021-05-18,188320,45,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-05T20:17:30Z,"rap français,drill","Wati-B",0.592,0.506,0,-6.751,1,0.0948,0.507,0,0.157,0.237,143.846,4
spotify:track:65uoaqX5qcjXZRheAj1qQT,"Dernière danse","Mini World","Indila",2014-01-01,213493,80,false,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T18:43:29Z,"pop française","Universal Music Division Island Def Jam",0.669,0.449,0,-7.658,0,0.049,0.184,0,0.0729,0.327,114.924,4
spotify:track:5p9kj8hbofB2EIzwYAqjlb,"Inachevés","Comment c'est loin","Casseurs Flowters",2015-12-09,215786,54,false,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T19:16:18Z,"rap français","Cinq 7",0.607,0.862,4,-4.848,0,0.306,0.279,0,0.138,0.547,93.059,4
spotify:track:1wJAu0NKytglV2bJ6Ven5o,"06h16 - Des histoires à raconter","Orelsan et Gringe sont les Casseurs Flowters","Casseurs Flowters",2013-11-18,404346,49,false,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T19:16:27Z,"rap français","Wagram Music / 3ème Bureau / 7th Magnitude",0.699,0.696,11,-10.376,0,0.399,0.031,0,0.0689,0.0399,95.928,4
spotify:track:5CEG6kEZZutC4xQE7aOctq,"Pas à ma place","Pas à ma place","Lujipeka",2021-09-02,175247,40,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T19:19:29Z,"rap français","Universal Music Division Romance Musique",0.696,0.647,8,-7.146,0,0.111,0.294,0,0.0468,0.472,149.096,4
spotify:track:1r9xUipOqoNwggBpENDsvJ,"Enemy (with JID) - from the series Arcane League of Legends","Enemy (with JID) [from the series Arcane League of Legends]","Imagine Dragons;JID;Arcane;League of Legends",2021-10-28,173381,75,false,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T19:23:13Z,"","KIDinaKORNER/Interscope Records",0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4
spotify:track:6qvyN6NTUpdfOJRYjtSSd7,"Intro","M.A.N (Black Roses & Lost Feelings)","Josman",2022-03-18,147720,67,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T19:32:22Z,"rap français","SIDELINE",0.755,0.636,8,-6.529,0,0.281,0.324,0,0.0717,0.523,144.953,4
spotify:track:3TVUW7bJJWDOonkVCZxfLV,"Pas bête","L'Élu","Beendo Z",2022-06-17,143525,60,true,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T19:32:41Z,"rap français","GUETTE MUSIC / ADA France",0.734,0.532,7,-9.038,0,0.102,0.361,0,0.105,0.491,138.043,4
spotify:track:0W6wMkcfAjT7U6ABpIFS6G,"T'aimer en secret","Là où les cœurs se pendent","Suzuya",2021-12-03,115466,0,false,g4olm5cjfcdi3sp15n61v34j0,2022-09-08T19:34:01Z,"","E47 Records",0.677,0.535,9,-11.076,1,0.802,0.877,0.000684,0.123,0.383,174.163,4
